,text_data,source,best_key_word,category,label
46, indigenous youth meet trailblazers ahead of nelson mandela day gallery indigenous youth meet trailblazers ahead of nelson mandela daydpicampaigns t jul a group of indigenous youth from the united states some as young as seven visited the united nations headquarters in new york this week for the first time,https://www.un.org/sustainabledevelopment/hunger,indigenous youth,Goal 2: Zero Hunger,2
47, nextload more postsrelated videosdpicampaigns t droughts are causing record devastation worldwide un backed report revealsworldwide some of the most widespread and damaging drought events in recorded history have occurred in recent years due to climate change and resource depletion,https://www.un.org/sustainabledevelopment/hunger,damaging drought,Goal 2: Zero Hunger,2
48, read full story on un newsdpicampaigns t you have to be able to rule your life the care revolution in latin americaglobally there are ,https://www.un.org/sustainabledevelopment/hunger,care revolution,Goal 2: Zero Hunger,2
49, billion hours of work that the world never pays for because it barely even sees these duties,https://www.un.org/sustainabledevelopment/hunger,world pays,Goal 2: Zero Hunger,2
50, dpicampaigns t indigenous youth meet trailblazers ahead of nelson mandela daya group of indigenous youth from the united states some as young as seven visited the united nations headquarters in new york this week for the first time,https://www.un.org/sustainabledevelopment/hunger,youth meet,Goal 2: Zero Hunger,2
51, nextload more postsshare this story choose your platform,https://www.un.org/sustainabledevelopment/hunger,12nextload postsshare,Goal 2: Zero Hunger,2
52,the goals read moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread moreread more sdg resources across the unsustainable development knowledge platform united nations sustainable development group united to reform united nations homepage sdg media zone un newsdroughts are causing record devastation worldwide un backed report revealspakistan reels under monsoon deluge as death toll climbsworld horse day honoring humanity s oldest and most loyal companionoverlooked and underestimated sand and dust storms wreak havoc across borders follow us united nations a z site index contact copyright faq fraud alert privacy notice terms of use page load link go to top,https://www.un.org/sustainabledevelopment/hunger,united nations,Goal 2: Zero Hunger,2
0,rural development department of economic and social affairs sorry you need to enable javascript to visit this website,https://sdgs.un.org/topics/rural-development,rural development,Goal 2: Zero Hunger,2
1, skip to main content welcome to the united nations englishfran ais espa ol department of economic and social affairs sustainable development main navigation home sdg knowledge sustainable development goals key topics agenda capacity development publications natural resources forum intergovernmental processes high level political forum on sustainable development un conferences and high level events related to sustainable development multi stakeholder forum on science technology and innovation for the sdgs second committee of the un general assembly samoa pathway ecosoc partnership forum hlpf sids th international conference on small island developing states small island developing states multidimensional vulnerability index for sids united nations sids partnerships awards sids partnership framework sdg actions sdg actions platform faq about the submission of voluntary commitments sdg actions engage events webinars member states un system stakeholder engagement news about topics rural development related sdgs end hunger achieve food security and improve ,https://sdgs.un.org/topics/rural-development,sustainable development,Goal 2: Zero Hunger,2
2, description publications events documents statements milestones description as the united nations secretary general mr ban ki moon noted in the millennium development goals report disparities between rural and urban areas remain pronounced and big gaps persist in different sectors it is estimated that in still roughly ,https://sdgs.un.org/topics/rural-development,2015 disparities,Goal 2: Zero Hunger,2
3, billion people worldwide lack access to modern energy services and more than billion do not have access to electricity,https://sdgs.un.org/topics/rural-development,worldwide lack,Goal 2: Zero Hunger,2
4, for the most part this grave development burden falls on rural areas where a lack of access to modern energy services negatively affects productivity educational attainment and even health and ultimately exacerbates the poverty trap,https://sdgs.un.org/topics/rural-development,exacerbates poverty,Goal 2: Zero Hunger,2
5, in rural areas only per cent of births are attended by skilled health personnel compared with per cent in urban areas,https://sdgs.un.org/topics/rural-development,births attended,Goal 2: Zero Hunger,2
6, about per cent of the rural population do not use improved drinking water sources compared to per cent of the urban population,https://sdgs.un.org/topics/rural-development,rural population,Goal 2: Zero Hunger,2
7, about per cent of people living in rural areas lack improved sanitation facilities compared to only per cent of people in urban areas,https://sdgs.un.org/topics/rural-development,improved sanitation,Goal 2: Zero Hunger,2
8,sustainable development goal sdg of the post development agenda calls to end hunger achieve food security and improved nutrition and promote sustainable agriculture ,https://sdgs.un.org/topics/rural-development,goal sdg,Goal 2: Zero Hunger,2
9,a devotes a specific attention to increase investment including through enhanced international cooperation in rural infrastructure agricultural research and extension services technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries in particular least developed countries ,https://sdgs.un.org/topics/rural-development,enhance agricultural,Goal 2: Zero Hunger,2
10, background information promoting sustainable agriculture and rural development sard is the subject of chapter of agenda ,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
11, the major objective of sard is to increase food production in a sustainable way and enhance food security,https://sdgs.un.org/topics/rural-development,food security,Goal 2: Zero Hunger,2
12, this will involve education initiatives utilization of economic incentives and the development of appropriate and new technologies thus ensuring stable supplies of nutritionally adequate food access to those supplies by vulnerable groups and production for markets employment and income generation to alleviate poverty and natural resource management and environmental protection,https://sdgs.un.org/topics/rural-development,supplies nutritionally,Goal 2: Zero Hunger,2
13, the commission on sustainable development csd first reviewed rural development at its third session in when it noted with concern that even though some progress had been reported disappointment is widely expressed at the slow progress in moving towards sustainable agriculture and rural development in many countries,https://sdgs.un.org/topics/rural-development,rural development,Goal 2: Zero Hunger,2
14, sustainable agriculture was also considered at the five year review of implementation of agenda in at which time governments were urged to attach high priority to implementing the commitments agreed at the world food summit especially the call for at least halving the number of undernourished people in the world by the year ,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
15, this goal was reinforced by the millennium declaration adopted by heads of state and government in september which resolved to halve by the proportion of the world s people who suffer from hunger,https://sdgs.un.org/topics/rural-development,millennium declaration,Goal 2: Zero Hunger,2
16, in accordance with its multi year programme of work agriculture with a rural development perspective was a major focus of csd in along with integrated planning and management of land resources as the sectoral theme,https://sdgs.un.org/topics/rural-development,agriculture rural,Goal 2: Zero Hunger,2
17, the supporting documentation and the discussions highlighted the linkages between the economic social and environmental objectives of sustainable agriculture,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
18, the commission adopted decision which identified priorities for action,https://sdgs.un.org/topics/rural-development,commission adopted,Goal 2: Zero Hunger,2
19, it reaffirmed that the major objectives of sard are to increase food production and enhance food security in an environmentally sound way so as to contribute to sustainable natural resource management,https://sdgs.un.org/topics/rural-development,food security,Goal 2: Zero Hunger,2
20, it noted that food security although a policy priority for all countries remains an unfulfilled goal,https://sdgs.un.org/topics/rural-development,food security,Goal 2: Zero Hunger,2
21, it also noted that agriculture has a special and important place in society and helps to sustain rural life and land,https://sdgs.un.org/topics/rural-development,agriculture special,Goal 2: Zero Hunger,2
22, rural development was included as one of the thematic areas along with agriculture land drought desertification and africa in the third implementation cycle csd csd ,https://sdgs.un.org/topics/rural-development,rural development,Goal 2: Zero Hunger,2
23, a growing emphasis is being placed on the nexus approach to sustainable rural development seeking to realize synergies from the links between development factors such as energy health education water food gender and economic growth,https://sdgs.un.org/topics/rural-development,sustainable rural,Goal 2: Zero Hunger,2
24, in this regard and as part of the follow up to the conference on sustainable development or rio the united nations department of economic and social affairs un desa in collaboration with se all un energy and the economic commission for africa eca organized global conference on rural energy access a nexus approach to sustainable development and poverty eradication in addis ababa ethiopia dec ,https://sdgs.un.org/topics/rural-development,rural energy,Goal 2: Zero Hunger,2
25,publications transforming our world the agenda for sustainable development this agenda is a plan of action for people planet and prosperity,https://sdgs.un.org/topics/rural-development,agenda sustainable,Goal 2: Zero Hunger,2
26, it also seeks to strengthen universal peace in larger freedom we recognize that eradicating poverty in all its forms and dimensions including extreme poverty is the greatest global challenge and an indispensable requirement for su,https://sdgs.un.org/topics/rural-development,eradicating poverty,Goal 2: Zero Hunger,2
27, read the document farmer s organizations in bangladesh a mapping and capacity assessment farmers organizations fos in bangladesh have the potential to be true partners in rather than beneficiaries of the development process,https://sdgs.un.org/topics/rural-development,farmers organizations,Goal 2: Zero Hunger,2
28, fos bring to the table a deep knowledge of the local context a nuanced understanding of the needs of their communities and strong social capital,https://sdgs.un.org/topics/rural-development,social capital,Goal 2: Zero Hunger,2
29, read the document good practices in building innovative rural institutions to increase food security continued population growth urbanization and rising incomes are likely to continue to put pressure on food demand,https://sdgs.un.org/topics/rural-development,food security,Goal 2: Zero Hunger,2
30, international prices for most agricultural commodities are set to remain at levels or higher at least for the next decade oecd fao ,https://sdgs.un.org/topics/rural-development,prices agricultural,Goal 2: Zero Hunger,2
31, read the document electricity and education the benefits barriers and recommendations for achieving the electrification of primary and secondary schools despite the obvious connection between electricity and educational achievement however the troubling scenes in guinea south africa and uganda are repeated in thousands and thousands of parking lots hospitals and homes across the developing world,https://sdgs.un.org/topics/rural-development,electricity educational,Goal 2: Zero Hunger,2
32, as one expert laments in the educational commu,https://sdgs.un.org/topics/rural-development,laments educational,Goal 2: Zero Hunger,2
33, read the document a survey of international activities in rural energy access and electrification the goal of this survey is to highlight innovative policies that have been put into effect to stimulate electrification in rural areas of poor connection as well as to present projects and programmes which strive to meet this rise in energy demand and to assist communities countries and regions ,https://sdgs.un.org/topics/rural-development,electrification rural,Goal 2: Zero Hunger,2
34, read the document sustainable development innovation briefs issue ,https://sdgs.un.org/topics/rural-development,sustainable development,Goal 2: Zero Hunger,2
35, read the document trends in sustainable development this report highlights key developments and recent trends in agriculture rural development land desertification and drought five of the six themes being considered by the commission on sustainable development csd at its th and th sessions ,https://sdgs.un.org/topics/rural-development,sustainable development,Goal 2: Zero Hunger,2
36, read the document events see all events may fri mon international study tour on juncao technology concrete contributions of juncao technology to supporting poverty eradication employment creation and sustainable development in developing countries the united nations department of economic and social affairs undesa collaborated with the national engineering research centre for juncao technology at fujian agriculture and forestry university fafu in the people s republic of china under the un peace and development trust fund on a project t fuzhou fujian province china oct mon fri committee on world food security cfs rome italy jun thu mon ,https://sdgs.un.org/topics/rural-development,juncao technology,Goal 2: Zero Hunger,2
37,fuzhou fujian province china oct mon fri committee on world food security cfs rome italy jun thu mon joint meeting on pesticide specifications the joint meeting on pesticide specifications jmps is an expert ad hoc body administered jointly by fao and who composed of scientists collectively possessing expert knowledge of the development of specifications,https://sdgs.un.org/topics/rural-development,jmps expert,Goal 2: Zero Hunger,2
38, their opinions and recommendations to fao who are provided in their individual ex athens greece jun sat fao conference th session overcoming hunger and extreme poverty requires a comprehensive and proactive strategy to complement economic growth and productive approaches,https://sdgs.un.org/topics/rural-development,fao conference,Goal 2: Zero Hunger,2
39, this document focuses on the role of social protection in fighting hunger and extreme poverty and linking this dimension to productive support,https://sdgs.un.org/topics/rural-development,poverty linking,Goal 2: Zero Hunger,2
40, focus on ru rome italy dec wed fri global conference on rural energy access a nexus approach to sustainable development and poverty eradication as part of the follow up to the conference on sustainable development or rio the united nations department of economic and social affairs un desa in collaboration with sustainable energy for all un energy and the economic commission for africa eca organized this important event,https://sdgs.un.org/topics/rural-development,rural energy,Goal 2: Zero Hunger,2
41, the economic commission for africa addis ababa ethiopia feb mon multistakeholder dialogue on implementing sustainable development new york displaying of title type date thematic discussion reaching the most remote rural transport challenges and opportunities background papers special studies nov a agriculture development food security and nutrition secretary general reports aug inclusive finance for food security and rural development challenges and opportunities other documents may e cn,https://sdgs.un.org/topics/rural-development,sustainable development,Goal 2: Zero Hunger,2
42, policy options and actions for expediting progress in implementation land secretary general reports dec e cn,https://sdgs.un.org/topics/rural-development,implementation land,Goal 2: Zero Hunger,2
43, rural development secretary general reports feb agriculture rural development drought desertification and land issues affecting sustainable other documents dec synthesis of the thematic reports on agriculture and land rural development desertification and drought an other documents nov an assessment of progress in promoting sustainable rural development in the asian and pacific region other documents nov africa review report on agriculture and rural development meeting reports aug e cn,https://sdgs.un.org/topics/rural-development,sustainable rural,Goal 2: Zero Hunger,2
44, pc agriculture land and desertification secretary general reports mar e cn,https://sdgs.un.org/topics/rural-development,land desertification,Goal 2: Zero Hunger,2
45, sustainable agriculture and rural development linkages between agriculture land and secretary general reports feb e cn,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
46, sustainable agriculture and rural development secretary general reports feb ,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
47, sustainable agriculture and rural development secretary general reports feb e cn,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
48, sustainable agriculture and rural development urbanization and sustainable agriculture secretary general reports feb e cn,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
49, sustainable agriculture and rural development biotechnology for sustainable secretary general reports feb e cn,https://sdgs.un.org/topics/rural-development,biotechnology sustainable,Goal 2: Zero Hunger,2
50, sustainable agriculture and rural development trends in national implementation secretary general reports jan pagination next next page last last page displaying of title category date sort ascending summary high level segment roundtable integrated land water management for may namibia rural development feb policy options for rural development rural development feb mexico rural development feb major group science technology rural development feb japan rural development feb major group local authorities rural development feb iran rural development feb fao rural development feb guatemala rural development feb aosis rural development feb fiji rural development feb switzerland rural development feb colombia rural development feb oman rural development feb pagination next next page last last page milestones january sdg sdg focuses on ending hunger achieving food security and improved nutrition and promoting sustainable agriculture,https://sdgs.un.org/topics/rural-development,namibia rural,Goal 2: Zero Hunger,2
51, in particular its targets aims to end hunger and ensure access by all people in particular the poor and people in vulnerable situations including infants to safe nutritious and sufficient food all year round by ,https://sdgs.un.org/topics/rural-development,hunger,Goal 2: Zero Hunger,2
52, end all forms of malnutrition by including achieving by the internationally agreed targets on stunting and wasting in children under years of age and address the nutritional needs of adolescent girls pregnant and lactating women and older persons ,https://sdgs.un.org/topics/rural-development,malnutrition 2030,Goal 2: Zero Hunger,2
53, double by double the agricultural productivity and incomes of small scale food producers in particular women indigenous peoples family farmers pastoralists and fishers including through secure and equal access to land other productive resources and inputs knowledge financial services markets and opportunities for value addition and non farm employment ,https://sdgs.un.org/topics/rural-development,agricultural productivity,Goal 2: Zero Hunger,2
54, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production that help maintain ecosystems that strengthen capacity for adaptation to climate change extreme weather drought flooding and other disasters and that progressively improve land and soil quality ,https://sdgs.un.org/topics/rural-development,resilient agricultural,Goal 2: Zero Hunger,2
55,by maintain the genetic diversity of seeds cultivated plants and farmed and domesticated animals and their related wild species including through soundly managed and diversified seed and plant banks at the national regional and international levels and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge as internationally agreed ,https://sdgs.un.org/topics/rural-development,diversity seeds,Goal 2: Zero Hunger,2
56, the alphabetical goals aim to increase investment in rural infrastructure agricultural research and extension services technology development and plant and livestock gene banks correct and prevent trade restrictions and distortions in world agricultural markets as well as adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information including on food reserves in order to help limit extreme food price volatility,https://sdgs.un.org/topics/rural-development,agricultural markets,Goal 2: Zero Hunger,2
57, b csd negotiated policy recommendations for most of the issues under discussion,https://sdgs.un.org/topics/rural-development,negotiated policy,Goal 2: Zero Hunger,2
58, delegates adopted by acclamation a text as prepared by the chair including all negotiated text as well as proposed language from the chair for policy options and practical measures to expedite implementation of the issues under the cluster,https://sdgs.un.org/topics/rural-development,delegates adopted,Goal 2: Zero Hunger,2
59, the text included rising food prices ongoing negotiations in the world trade organization wto on the doha development round and an international focus on the climate change negotiations under the auspices of the un framework convention on climate change,https://sdgs.un.org/topics/rural-development,wto doha,Goal 2: Zero Hunger,2
60, b csd and csd focused on the thematic cluster of agriculture rural development land drought desertification and africa,https://sdgs.un.org/topics/rural-development,cluster agriculture,Goal 2: Zero Hunger,2
61, as far as csd is concerned on this occasion delegates were called to review implementation of the mauritius strategy for implementation and the barbados programme of action for the sustainable development of small island developing states and the csd decisions on water and sanitation,https://sdgs.un.org/topics/rural-development,implementation mauritius,Goal 2: Zero Hunger,2
62, a high level segment was also held from may with nearly ministers in attendance,https://sdgs.un.org/topics/rural-development,ministers attendance,Goal 2: Zero Hunger,2
63, january mdg mdg aims at eradicating extreme poverty and hunger,https://sdgs.un.org/topics/rural-development,mdg aims,Goal 2: Zero Hunger,2
64, its three targets respectively read halve between and the proportion of people whose income is less than ,https://sdgs.un.org/topics/rural-development,2015 proportion,Goal 2: Zero Hunger,2
65,a achieve full and productive employment and decent work for all including women and young people ,https://sdgs.un.org/topics/rural-development,productive employment,Goal 2: Zero Hunger,2
66,b halve between and the proportion of people who suffer from hunger ,https://sdgs.un.org/topics/rural-development,suffer hunger,Goal 2: Zero Hunger,2
67, january csd as decided at ungass the economic sectoral and cross sectoral themes under consideration for csd were sustainable agriculture and land management integrating planning and management of land resources and financial resources trade and investment and economic growth,https://sdgs.un.org/topics/rural-development,csd sustainable,Goal 2: Zero Hunger,2
68, csd to csd annually gathered at the un headquarters for spring meetings,https://sdgs.un.org/topics/rural-development,csd annually,Goal 2: Zero Hunger,2
69, discussions at each session opened with multi stakeholder dialogues in which major groups were invited to make opening statements on selected themes followed by a dialogue with government representatives,https://sdgs.un.org/topics/rural-development,stakeholder dialogues,Goal 2: Zero Hunger,2
70,discussions at each session opened with multi stakeholder dialogues in which major groups were invited to make opening statements on selected themes followed by a dialogue with government representatives,https://sdgs.un.org/topics/rural-development,stakeholder dialogues,Goal 2: Zero Hunger,2
71, on world food security the summit aimed to reaffirm global commitment at the highest political level to eliminate hunger and malnutrition and to achieve sustainable food security for all,https://sdgs.un.org/topics/rural-development,food security,Goal 2: Zero Hunger,2
72, thank to its high visibility the summit contributed to raise further awareness on agriculture capacity food insecurity and malnutrition among decision makers in the public and private sectors in the media and with the public at large,https://sdgs.un.org/topics/rural-development,visibility summit,Goal 2: Zero Hunger,2
73, it also set the political conceptual and technical blueprint for an ongoing effort to eradicate hunger at global level with the target of reducing by half the number of undernourished people by no later than the year ,https://sdgs.un.org/topics/rural-development,eradicate hunger,Goal 2: Zero Hunger,2
74, the rome declaration defined seven commitments as main pillars for the achievement of sustainable food security for all whereas its plan of action identified the objectives and actions relevant for practical implementation of these seven commitments,https://sdgs.un.org/topics/rural-development,rome declaration,Goal 2: Zero Hunger,2
75, january csd the commission on sustainable development csd first reviewed rural development at its third session when it noted with concern that even though some progress had been reported disappointment is widely expressed at the slow progress in moving towards sustainable agriculture and rural development in many countries,https://sdgs.un.org/topics/rural-development,rural development,Goal 2: Zero Hunger,2
76, agenda chapter is devoted to the promotion of sustainable agriculture and rural development and the need for agricultural to satisfy the demands for food from a growing population,https://sdgs.un.org/topics/rural-development,sustainable agriculture,Goal 2: Zero Hunger,2
77, it acknowledges that major adjustments are needed in agricultural environmental and macroeconomic policy at both national and international levels in developed as well as developing countries to create the conditions for sustainable agriculture and rural development sard ,https://sdgs.un.org/topics/rural-development,development sard,Goal 2: Zero Hunger,2
78, it also identifies as priority the need for maintaining and improving the capacity of the higher potential agricultural lands to support an expanding population,https://sdgs.un.org/topics/rural-development,potential agricultural,Goal 2: Zero Hunger,2
79, events see all events may international study tour on juncao technology concrete contributions of juncao technology to supporting poverty eradication employment creation and sustainable development in developing countries fri mon may related goals oct committee on world food security cfs mon fri oct related goals jun joint meeting on pesticide specifications thu mon jun jun fao conference th session sat sat jun join the conversation footer menu contact copyright fraud alert privacy notice terms of use,https://sdgs.un.org/topics/rural-development,juncao technology,Goal 2: Zero Hunger,2
0,food security and nutrition and sustainable agriculture department of economic and social affairs sorry you need to enable javascript to visit this website,https://sdgs.un.org/topics/food-security-and-nutrition-and-sustainable-agriculture,food security,Goal 2: Zero Hunger,2
